label,sentence1
2,@GroteSmurf0 @illMartino @SvensTweet @KangUcup3 goh d AnoniemeAso meeting heeft weer pauze.Nog steeds niet bij hoofdstuk:hoe haal ik m'n ID?
2,&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http://t.co/L9vMdNOXPg #tcot
1,"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@AlisaRenee: you a faggot if you eat pork chops."""
1,@ChristyMack fugly bitch john will dump ur ratchet ass
1,"#DegenerateArtist KNOWS words&gt; Bo Jingo dangle fan slang ho, ting pang lick drum swing flick alarm bic&gt; But you can't hear fire can you?"
2,&#8220;@Kik2Clean: Brah Wiz cheated &#128514;&#128557; http://t.co/OZ2PnDNGJ0&#8221; she had hair like a dyke..... Uh.. Duh?
1,&#8220;@thachosenkid321: What hoes do I have tbh on the highest of keys&#8221;  same
1,&#8220;@DramaDough: &#8220;@naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;
0,"These sour apple bitter bitches, I'm not fuckin wit em"
1,..........does nobody sell #orange flavored and colored #bubblegum? IS THAT YOUR FUCKIN' PROBLEM? #Giants? Fuck it. I'm going #6Pack now
1,@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks. wait till friday
1,@Andreaa_olvera shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe
1,"I will fuck u where u stand. ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger."
1,@05proFESSOR ... That's what happens when your getting pussy. Pussy or Twitter? Seems like a clear cut choice to me. Hahahaha
1,&#8220;@SEM25LIVE Leave all the bitchin to bitches&#8221;
1,@BretVonDehl YOUNOW is a fucking bitch... Shit load of hate on there when I did my first broadcast
1,@AbusiveMen You're a fucking pussy
1,&#8220;@_xCianna: I don't like Popeye's spicy chicken &#128545;&#8221; them bitches be on 10 boa you trippen
1,#Shoutout to my #MackTown niccas!
1,@Hype I'm not delivering to that bitch boy anymore.
1,@Dougherty06 my apologies... Oh wait it's my fucking birthday bitch &#128521;
1,@GrizzboAdams why you crying then baby back bitch?
1,"&#8220;@2Blunts1Jorge: Lol bitch funny, i was over you from the min i tossed your ass to the curb&#128567;&#8221; &#128588;&#128557;"
0,@HeauxmerSimpson I'm jus tryna vaca away from the niggers bro.
1,&#8220;@__Idonthaveone: My friends are some insensitive bitches &#128514;&#8221;
1,call me Keyshawn Johnson cause im catchin erry hoe
2,@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;
1,"&#8220;@garcialaura_: @Virgilio_LLA I was heartbroken tx inniz ho. Lmao&#8221; haha naw chill, you the one laughing at vdawg"
1,&#128514;&#128557; I have to explore the pussy out there @Austin__321 http://t.co/GER0IPaBPA
2,&#8220;@UTRagers: COLT MCCOY WINS&#8252;&#65039; #HookEm&#128002;&#8221; he's still trash
2,"@HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels"
1,@LODYCASH: dry pussy bitches always blame it on the condom&#128514;&#128079;&#128514;&#128079;&#128514;
1,"' I'm hard to kill &#1041653; , I'm countin cake up with ma finest bitch &#1041636;&#1041636; . Take off her makeup and she still look like a finalist &#1041191;&#1043359; ."
1,#tbt to when i used to be good at rapping...now ima bitch &#128542;&#128299; http://t.co/6RV4jiJpRD
2,&#8220;@_LoveCarolina_: My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(
1,@D_41395 bitch don't b a hypocrite
0,@jayswaggkillah: Jackies a retard #blondeproblems At least I can make a grilled cheese!
1,"@DizzyBala @JamesWinfield hey now, don't diss my basketball hoe."
1,"I dont even need a picture of tamar, that bitch is beat in every picture&#128514;&#128557;&#128514;&#128514;&#128514;"
1,&#8220;@HughSpliffner: J Cole is trash. I've been saying this for years. Fuck him&#8221; Lol.
1,&#8220;@tricethatruth_: Trap keep me fly that's why I love him &#10084; http://t.co/AleXGC24t4&#8221; ayyyyy you got that hoe at Forever 21 huh? &#128526;
1,Your homeboy looking bad and you giving cash to them hoes
1,&#8220;@S_hawn24: Y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!
1,@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee but niggas act like bitches..
1,&#8220;@M_Rad: I'm going to miss these bitches so much &#128557; http://t.co/lUpoqaT2R9&#8221; far right she resting on ol girl booty y'all funny as shit
1,&#128553; cunt
2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN
0,&#8220;@boojieque: &#128514;&#128169;RT @WebbMadeThis: Lemme find out you niggaz letting bitches shit on yo faces&#8221; &#128557; niggas is weirdos
1,&#8220;@NoRapist: on my way to fuck ur bitch http://t.co/SgVBBrwOg2&#8221; @mckinley719
1,@CollinBrennan damn son maybe he didn't know it was ya piece.. He was just Tryna get some pussy breh
1,#youaremoreattractive if u a real bitch!
0,#Minnesota is full of white trash
1,are we bitches? - @chellyhernandez
0,@GrizzboAdams @wyattnuckels haha ight nig calm yoself
1,&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @PushupSensei: McNair had brisket sizzlin on the grill when his side hoe laid the Uzi game down
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Amateur boy fucking bitch hiddencam http://t.co/Bt8C6qQCTd"
1,&#8220;@CiddyP_60: I wouldn't trust a male cheerleader @ All cuz .&#8221; Cimarron got one &#128514; &amp; he got ALLLL the bitches
1,"&#128514; Gucci b having me on my rude shit&#8220;@AmazinNaNa: Lol that's not nice ""@SMCo71: "" that bitch aint worth a quarter """"&#8221;"
1,#BitchSlapThursdays 2NITE PURE PASSION DOORS OPEN @ 10.... But we watching the game in that bitch too&#8230; http://t.co/IggoHWEwfh
1,@DanielDavidLee @xoxoShima ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day
1,@BigfineHorseee she gone eat that bitch
1,&#128520;&#128525;&#128176; - your my BFFL. I love you ya funcy bitch &#128514; I went Finna be faded &amp; shaded on ya C Day &#128153; #WEDEMGIRLZ &#128520;&#128526;&#128176;&#128526;
2,#Yankees #FireCashman I don't want Arod back.
2,"@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u....."
0,@Hovaa_ shut up lizard faggot nigger cunt
2,".@HoppyKercheval Could you just play 2 minutes of the Charlie Brown ""wah wah wah"" adult sound effect instead?"
1,@DudeWithAHighKD @jeffreyhaas @JUDDNATION she sucks..bitch cant even pretend dance.
0,on my way to fuck your bitch in the name of The Lord - Mr. Race
1,@BarbieNixon a moment of silence for the bitch who changes her name everyday ..:-)
1,&#8220;@iDntWearCondoms: Ladies what if a dude put two hands in your pussy and started clapping?&#8221; Lmaoo
1,@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI &lt;bitch want likes for some depressing shit..foh
1,"&#8220;@CayMarieee: I really hate this bitch, but she knows me best &#128149;&#128153;&#8221;"
1,"@Growword no, that nigga goin to work. Quit tryin to kill a nigga's vibe you broke bitch"
1,@HughSpliffner hurt hoes be like
1,@DebsFLPx I was lucky to be sensible and I've never had a fag or a drug. I'm pleased about that statistic. Yes I have a beer but that's all.
1,&#8220;@BeardedGemini: &#8220;@GinaSanabria_: I have no hoes because yah nigga ain't shit&#8221;&#8221;
1,#5WordsAfterSex is that all pussy bitch?
1,@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill Yeah I'm waiting on that hoe Mayne!
1,@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee but niggas act like bitches..
2,@FunnyPicsDepot he's a greaser
1,@GforGent bitch what happen to comin thru
1,"&#128514;&#128514; niggas sending screenshots of me to they bitches like "" stop texting cuh "" &#128557;"
2,1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG
0,&#8220;@kaylendenise_: I hate that bitch &amp; the fact that oomf likes her.. just no &#128528;&#8221; retweeettt 1000x.
2,"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers"
1,"when guys say Latinas &gt;"" they mean the Kim Kardashian looking girls not you bitches that shaped like a mini fridge &amp; smell like tortillas"""
1,@ChandlerParsons: How bout them Cowboys!!!! Shutup pussy
1,@ApevonTarskin fuck u ugly ass bitch
1,"@Godbody_ream ""I want to eat your pussy"" &#128514;&#128514;&#128514;"
1,&#8220;@saidtina: @uce_INA I really hate Poly bitches.&#8221; You and me both man
0,"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day"
1,#FreeElChapo is trending?! why cus French Montana's bitch ass?? you fucks that think selling drugs is cool are the LAMEST POSERS!!
1,@G27Status @VikkiFusco @flyersfan You're still a bitch
2,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers
1,&#8220;@girlideas: why do bitches stand like this? &#128563;&#128541; http://t.co/QQ9vQyLru1&#8221; she wanted to be in MJ's smooth criminal video so bad..
1,*Sings* I killed that pussy she died with her eyes open!
1,"@ElizabethBatman We doing it Lizard. Unless you skype us, bitches."
2,&#8220;@JohnelHadleyJr: Uncle Charlie just got thru lip singing?!&#8221;haha
0,@GrizzboAdams ight nigga haha fucking queer has to clear his schedule
1,@CallNeeshCakey bitch I know stfu &#128514;
1,"&#128557; RT @red_daddy17: But wait if he got a ole lady and still ""quenching yo girl"" is he a unfaithful water fountain for hoes?!?!"
1,"&#8220;@Taggs0967: @NigelDixon1 @CALiboy4 Nigel, you don't think he knows what he did was dumb? How smart are you?&#8221; Shut your bitch ass up"
1,"&#8220;@JalenRose: ""I'm rich......"" (Dave Chappelle voice) signed #MLB PED users.&#8221; Say bitch you pussy"
1,@FixUpMayte @TheRealYoungZel @DivaMonRoe2uHoE I'm destroying this bitch dawg
1,I would rather you call me bitch than sir -my manager
1,Let's do nips ahoy and spank me maybe
1,@AlysiaRianH @cambreezy_ don't call my buddy Cambron retarded man smh. Thats rude.
1,@ALatrice16 beautiful bride... Tell Erica congrats if she remembers a nig...
2,#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers
1,".@reddroostermann 's love of Obama is unrequited, however. Obama is clearly Putin's bitch."
1,"@DomWorldPeace Oh nab.. Def not that easy. You may not know, nor believe this but I'm legendary for curving pussy.. lol Guilty pleasure."
1,&#8220;@FunnyPicsDepot: bitch in the middle look like a daddy long leg &#128557; https://t.co/f2L8dpbrES&#8221;@KellieNehls
0,"@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM ....dudes a fag"
2,"@CharlesBWaffle oh i am.. She cool though, might off her a brownie lol"
1,&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @KarltonHinez: @ItsNotHarold smh bitch sellin her ass
1,@IzThat_xp @xDSmooth lmao denote got a bitch here right now but he love her
2,&#8220;@KarynHalpin: Where do all the foreskins go when they circumcise a guy?&#8221; the Foreskin Fairy takes them after you put them under your pillow
2,@Hendrixoxo lemme guess you wore the hilly hicks sweats/leggings &#128514;&#128514;&#127874;&#127856;&#128079;&#127825;
1,@royalswagg_: using y=mx+b to find the slope of that ass
1,"A NO BRAINER But as soon as this bitch gets rich in political power, her views will change! POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;"
2,&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http://t.co/L9vMdNOXPg #tcot
1,#That son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song
2,@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke
1,@InEyeAleE you're filled with pimps and hoes. We'll just talk about those I knows. @JosephBananas
1,@Cuauhtli02 I couldn't find the regular one faggot
1,18 yr scrap from out here might get life in prison for murderin a norte nigga by el pollo loco off of story rd.&#128563;
1,@AliciaDaniella8 them hoes was trash
1,I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it! -Axl Rose yelling at his sex robot
1,&#8220;@DAMNfuckNEE I just wana eat some food. Drink some liq. Go to this party. And have a bad bitch waitin on a nigga when I return.&#8221;&#8221;
1,@Ican_onlyb_Nika them bitches be smackin
1,@Coley_Cee bitch do I look white to u
1,@CiscoAllDay and btw don't ever bring up past hoes wit yo ol lady I took that L in HS tryna be semi honest smh
0,#Minnesota is full of white trash
2,I'll slit your throat-neck http://t.co/ChFFSDeDdd
1,' I wouldn't bring my girl around nobody but Leo &#1041204;&#1041204;&#9995; He the only niggah I KNOW that wouldn't mess with any of the... http://t.co/LWDxrVJceu
1,@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl  Smfh &amp; wonder why nobody decent wants them
1,"&#8220;@21Cvasquez: My brother is a bitch, pussy, faggot, etc.&#8221; you just like getting beat up don't you?"
2,1996 and 1999 World Series Rematch: #Yankees #Braves
1,It's never too late to tag a bitch.- @CyFyre
1,@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back
1,"I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually. -Katt Williams @LetMicahDown"
1,"' I told this niggah Maya Angelo died.... This niggah gon ask me "" is that the Red Ninja Turtle ? &#1041204;&#1043473;&#1043357; Wtf ."
1,@Dalton_ryann @parkatie @blakeanderson21 I guess that dumb bitch but we all need to drink some time my place an fuck someone up haha
1,"Wow you are a bitch   Yes that's already been established, anything else you have to say?"
1,@HeilSidious Ass Oreos and his name is Thad Castle.
0,&#128514;&#128514; fucc nicca yu pose to be pullin up
0,&amp;when they say him they mean dyke Ron #wcw http://t.co/VV4DUMMe4A
1,&#8220;@Analyyxo: Say Something is the one Drake song I have to listen to when I'm in my feelings&#8221;fag
1,@AsapTwelvyy hoes.
1,"&#8220;@TinnyTimm: &#9994;&#128558; u r gey af. But you're my boy I'm glad I'm close with you. You dumb bitch&#8221; how guys say ""I love you"" &#128527;"
1,#RayRice is a bitch. #JustSaying
1,"@MvckFadden: Stay beautiful you bitch"""""
0,@Arbogucci guys not supposed to get their ass sucked queer
1,&#8220;@NoRapist: on my way to fuck ur bitch http://t.co/ZUVwCcn0IV&#8221; @mckinley719
1,@DanielDavidLee @xoxoShima ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day
2,#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers
2,&#8220;@BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless
1,@AlanMilner @Morning_Joe AlQueda doesn't use cell phones or the internet? Wow you #teabaggers are stupid
1,"2 thangs my bitch can't say, ""I'm broke"" n ""ha period late"""
0,"@CharleeRedz13 your gay stfu, dumb monkey"
1,&#8220;@darkkskys: bitches be set hoppin like bitch get your life for u get beat up lmao&#8221;
1,&#8220;@RegularAssRon: Ain't nothing better in life than meeting a hoe with a full time job&#8221;don't let her have her own benefits nigga what
1,"&#8220;@Amillinati_: Bro like I really enjoy like eating pussy from the back... It makes it more nasty, I like nasty haha &#128520;&#8221;you like eating ass 2"
2,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb"
1,@_simplycaitlin: why do my friends hate me because you a ratchet hoe..
1,@BallOut057 I'm otp bitch hold on
1,"Julia Roberts, you're a ho @LaurenGardner8 #NottingHill"
1,New Flame the song of the yr lol that bitch SUPER run like
1,@Are_Ohh_Bee bitch see you then then bitch. And good luck to you.
1,@CoolStoryIsaac thisty hoe
1,"Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"
0,@Chink_19 shut up chink.!!!
0,@JRise88 shut up you stupid bitch
1,Why would you wanna be the Green Ranger? He's evil! Duh bitch
0,"&#8220;@rocafella123 ""@waymoflydenu: If fleek in yo vocabulary you a faggot""&#8221;"
1,"@_iwantfranny: He's a hoe , I can't"
2,@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha
1,A pussy a day keeps the devil away -@DoperThanYola
0,"We're out here, and we're queer! "" 2, 4, 6, hut! We like it in our butt!"""
2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/u3PzeV9E9q
1,"&#8220;@BigMamaaTee: There's a difference between being actually crazy &amp; aspiring crazy&#8221; real shit . I can't stand ""fake crazy"" bitches"
1,@Huntermoore finger my wet throbbing pussy slowly as I cum on ur fingers
1,#truefriendtuesday my bitch @drrrruuuu http://t.co/7dSZ3vCySz
2,@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore
1,@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvsbitch plz
1,&#8220;@girlideas: why do bitches stand like this? &#128563;&#128541; http://t.co/QQ9vQyLru1&#8221; she wanted to be in MJ's smooth criminal video so bad..
0,@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe
1,@BarackObama make weed legal you pussy you know you smoke that shit
1,@Buckm00se post the bid where you tell that nig to use the jab
2,#foxnews cuts away when a Democrat talks and claim to be fair and balanced. LMAO network full of #teabaggers and liars.
1,@BeaMiller dumb bitch stfu
2,".@dawnbazely Thank you, Dawn. I see our state bird graces your avatar..."
0,@Buckm00se @letsargueboxing sand nigger ran over some Kidd
1,@IAmPikey  Well ho di doe. Thank you
1,&#8220;@koleworld4: &#128541; http://t.co/61zY8Cc47j&#8221;bitches swear they emojis&#128553;&#128514;
1,&#8220;@RightInher_pssy: Fuck her right in the pussy https://t.co/3yW7mHLRhu&#8221; I wish this dude was my grandpa&#128514;
1,@AwiLL_2RECKLESS lol his matches from the early 90's when he was IC champion the bitches really would go ham
1,@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;
1,@Bam_N_DeyMouth grindin cuzz thats all shit dont stop wats good witcha thou bitch you been mia too
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | BBC Anal creampie bitch http://t.co/3XNeG5mnRk"
1,@MadFlyentist: Oregon chokes every year get off the field trash ass program RFT
1,&#128514;&#128514;&#128514;&#128514; bitch if you're the hobbit you need to let me know right now &#128514;&#128514;&#128514;&#128514;&#128079;&#128079;&#128079;
1,&#8220;@ThatDamnTwerk1 Beef is when a bitch titties looking like they sleep... RT @laidback_813: What's beef...&#8221; http://t.co/P2lR0nko6o
1,*makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine* *passing teens mock my old wrinkled balls*
1,@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5 you got hoes from left to right &#128514;&#128514; do yah thang!
1,@Coley_Cee fuck u u dumb ass bitch hoe
1,@Are_Ohh_Bee bitch see you then then bitch. And good luck to you.
1,@lildurk_: I can turn yo bitch into a eaterrrrrrrrr
1,@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool
1,@I_GotOne awe boy you smell like monkey sex
1,"' Baby moanin.... Got me zone'nn , I want this bitch next too me.... Pussy like ecstasy &#1043291;&#1041185; ."
1,"&#8220;@SheTwirlsMyKan3: I say bitch bad, woman good, lady better&#8221; Lupe?"
1,@Channnteeel pussy
1,@BH_Dragons he's fucking trash
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina mature Big pussy http://t.co/D4ICvCz1Bk"
1,@ArtbyLecardin @Amy0813Amy @Deeiiggee until the world sees 2 faggot jungle bunnies are fucking and one got pregnant
0,@JacobbBacker fag
0,"*goes to olive garden* *Turns into a cracker* ""@gIacier: *goes black friday shopping*  *turns into a nigger*"""
1,@IAMBJRAPS @cheffin_curry @GirlTimeUSA @LILBTHEBASEDGOD and you look like hmmm a nigger
1,call me Keyshawn Johnson cause im catchin erry hoe
1,&#8220;@IAm_Cream: &#128514;RT @DontGetGrandHoe: When y'all hoes going to learn how to spell&#8221; &#128588;&#128588;
2,"#BlessJesus Amos 3:3 - Can two walk together, except they be agreed?"
1,&#8220;@kingCvpital: &#8220;@GinaSanabria_: &#8220;@kingCvpital: &#8220;@keanabermudez: MEN are the biggest hoes lmao&#8221;&#8221;&#8221;&#8221;
2,@Honeysuckle_Tav Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*
1,7:15 needs to hurry up . It's chilly in this bitch
1,#IfWeDate i eat da pussy better than a lesbian.
2,&#8220;@El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221; Uighur Jihadis: they're not just a PRC tool.
1,"&#8220;@hippiescrub: ""I can believe that wiz khalifa and that one bald bitch are getting divorced ""&#8221;"
1,@adriwadrri: No love for these fuck niggas hoes*
2,@CallNeeshCakey pop wop and drop it tho
2,@1Corinthians126 #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;
2,"@Furrystoat For the record #NoHomo but don't care who is unless I gotta see it.. same with every sexuality even birds, dogs.. what not."
1,@CallMeRenee_ @lilmenifee__ wussup bitch
2,#PDPLive is on November 10th. Get your early bird tickets from http://t.co/7xcL4Kyiuv @LifeOfShan http://t.co/ZcnP1ljoOW
1,@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee
2,"#NP ""Centuries"" ~FOB"
1,@Groovy_Ear straight up your hoes can wait !
2,@BeavisCumia @jimmysdong Dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein
1,@Icy_Rapture more like  Look at all those bitches
1,"&#8220;@BeenSlimm: Too many ""lil niggas"" on my TL. http://t.co/vqGezMMwWs&#8221; boosie got hoes"
1,@BabyxShad hoes twerking heavy to that
1,&#8220;@CiscoAllDay: @1Bcarter you're right I'll take girl on the right over Kim any day http://t.co/nbKHCG0bZq&#8221;can u support that hoe?
1,@BigLovemusic Bruh that won't happen cuz I can see that big bitch or it before it strikes.
0,&#8220;@boojieque: &#128514;&#128169;RT @WebbMadeThis: Lemme find out you niggaz letting bitches shit on yo faces&#8221; &#128557; niggas is weirdos
1,#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!
2,'2' good: Jeter hero for Yankees in send-off http://t.co/oStFoBGuFa via @ESPNNewYork
2,@HonorChrisKyle @_tony_soprano2 Amen on this tweet. 105 mm rockets from Victor Charlie leave a lasting impression.
1,&#8220;@iDisrespectHoez: RT @GodOfMilfs: Single moms got that proven pussy&#8221; LOL fckd up but truuu
2,@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF woof woof hot scally lad
1,"&#8220;@UcfGawd: Crying over a guy on Thanksgiving? Nah bitch pick your head up, you making the turkey soggy.&#8221; Thanks A'Shanni *pats turkey dry*"
2,@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6 sexy scally lad
2,&#8220;@PubesOnFleeK: My tweets trash&#8221;
1,@JUSTLOVE_NOHATE @Me_NOindirect whole hoe outchea.......
2,#Royals Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &#128073;Yost
1,So he's a good football player...but he still acts like a nig
2,"&#127813;&#127813;&#127813; RT @GottliebShow: ""Killer line?"" @SBNationNBA: Josh Smith dropped a killer trash talk line on Kenneth http://t.co/C8d3sJoUpj&#8221;"
2,&#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk
1,@AaronKeplin shut up bitch
2,@Gladvillian_ dont get that bacon stuffed crust tho its trash
2,I'll slit your throat-neck http://t.co/ChFFSDeDdd
2,@MaxMayo77: http://t.co/3Jk4kR44X3 a pissed lad past out. I would lick his dirty soles while he slept.
1,"Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job you in the back like ""damn bitch really"""
1,&#8220;@theHIGHESTpeak_: If you got netflix watch fresh that hoe live&#8221; from now on my name is Chuck E I'm not chuckie no more &#128514;&#128514;&#128514;
1,@0hallis0n bitch caught a body about a week ago. Everybody catching bullet holes.
2,@ColeMcDowell2 Waco is ghetto hahaha. Wait til we go pick up nat in Austin tomorrow
2,@05235fd083ad408 hick yes
1,@DBAB_Holloway: Check out our 12th man. #CowboysNation even with all those faggot ny fans in the stands
0,&#8220;@My_Fish_Died: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot
1,Don't know no ugly bitches! Don't know no broke niggas!--@Kevin_Gates
1,@AmericanMirror @Praedor The Cop was bitch slapped by this wanna B st. thug. And he got what TM got Dead See you don't slap cops they R law
1,....is now tweeting from a tablet....baller bitch!
2,":) ""@PeterDavidsonII: At some point, we need to discuss how delicious the vegan brownie from @busboysandpoets on u St. tastes!"""
1,"@DignifiedPurity LMAOOO @ ""black fag""..... why did I misread that??... I'm blocking you"
2,"&#127813;&#127813;&#127813; RT @GottliebShow: ""Killer line?"" @SBNationNBA: Josh Smith dropped a killer trash talk line on Kenneth http://t.co/C8d3sJoUpj&#8221;"
1, bitch who do you love 
1,@Hunglikerobby_ @BOSSBITCHDAPHNE @taytuckfuck &#128514;&#128514;&#128514; bitch no more on my account
1,#honestyhour we don't love these hoes
2,4&#8419;2&#8419;0&#8419;  moke up
1,"&#8220;@SheTwirlsMyKan3: I say bitch bad, woman good, lady better&#8221; Lupe?"
1,&#8220;@isadore911: @VernNotice what about the doc?&#8221;  He's a pussy. He ain't going anywhere.
1,@AC_Hussle bitches are hoes don't be surprised
1,&#8220;@Dedicated_03: Wassup twitter &#128518; http://t.co/rNeTkFXm7f&#8221; wassup bitch !!
1,"' Ok my Texas bitch keep textin me , callin cryin stressin me , askin me about where I been but I been with another bitch allegedly &#1043359; ."
2,@FuckKennyJ trash
1,&#8220;@prettycha305: Group chat bitches we call yall undercover Feds &#128110;&#128110;&#128110; watching everybody&#8221;
1,"#QuestionIAskMySelf why should I be slapping this hoe tuh solve something, ima leave it alone..............I never usually listen to myself"
1,@GrandeHead I got that hoe bootlegged haha if you wanna borrow it
1,"&#8220;@thekiddfranky: I talk to any girl who paid over 300$ for her sew in, show me u Atleast got some type of boss bitch in you lol&#8221; wth &#128557;&#128557;&#128557;"
1,@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
1,@CapoDaAssHole naw where can I see that hoe at
1,' I wouldn't bring my girl around nobody but Leo &#1041204;&#1041204;&#9995; He the only niggah I KNOW that wouldn't mess with any of the... http://t.co/LWDxrVJceu
0,@AndrewJBurns1 @Tommy_Russell_ homo ass crackers
2,@Evan_P_Grant I can only hope Charlie Strong. #UTcoach
1,&#128129;&#128513;&#128586;- lmao my nigga . Let's go half on a weed brownie &#128553; we will be laughing hard as hell in senior seminar
2,#Yankees Pineda needed that 6'7. Great play!
1,&#8220;@daberellla: just demolishing this huge bitch &#127850; http://t.co/AWYdBJxKs4&#8221;sharing is caring &#128076;
1,@Coley_Cee bitch watch tf out u on moose meat now
1,@AbstractLife man too much damn giggling was going. He was offering $40 tips and shit. Lol think I even heard the bitch spit a couple times
2,@riananewman: @22EdHam brownies tonight what kind?!?!
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #XXX | Hairy Alicia Silver &amp; Tinslee Reagan hairy pussy &#65533; | http://t.co/ToljqdXEE3"
